month,dim,code,label,maker,count
202605,model,4712,EV4,기아,1196
202605,model,4499,EV5,기아,2581
202605,model,4641,EV6,기아,905
202605,model,4128,EV9,기아,263
202605,model,4714,PV5,기아,2303
202605,model,4691,레이 EV,기아,1056
202605,model,4404,봉고3 EV,기아,449
202605,model,4624,아이오닉5,현대,2574
202605,model,4558,아이오닉5 N,현대,1
202605,model,4746,아이오닉6,현대,1049
202605,model,4088,아이오닉9,현대,1482
202605,model,4653,캐스퍼 일렉트릭,현대,1152
202605,model,4399,포터2 일렉트릭,현대,895
202605,model,4510,코나 일렉트릭,현대,452
202605,model,4770,스타리아 일렉트릭,현대,0
202605,model,4660,Electrified G80,제네시스,132
202605,model,4705,Electrified GV70,제네시스,151
202605,model,4701,GV60,제네시스,129
202605,model,4761,GV60 MAGMA,제네시스,10
202605,model,4667,테슬라 모델Y,테슬라,8762
202605,model,4610,테슬라 모델3,테슬라,1301
202605,model,4027,테슬라 모델X,테슬라,508
202605,model,4043,테슬라 모델S,테슬라,170
202605,model,3825,테슬라 사이버트럭,테슬라,125
202605,model,4704,BYD 돌핀,BYD,150
202605,model,4706,BYD 씨라이언7,BYD,655
202605,model,4702,BYD 아토3,BYD,99
202605,model,4703,BYD 씰,BYD,128
202605,model,4446,볼보 EX30,볼보,317
202605,model,4750,볼보 EX30 CC,볼보,24
202605,model,4513,폴스타 4,폴스타,350
202605,model,4062,아우디 Q4 e-tron,아우디,361
202605,model,4690,아우디 Q6 e-tron,아우디,0
202605,model,4142,아우디 A6 e-tron,아우디,7
202605,model,4436,아우디 Q8 e-tron,아우디,0
202605,model,4759,아우디 e-tron GT,아우디,1
202605,model,4528,BMW i5,BMW,234
202605,model,4639,BMW i4,BMW,70
202605,model,4181,BMW i7,BMW,69
202605,model,4708,BMW iX,BMW,107
202605,model,4372,BMW iX1,BMW,134
202605,model,4582,BMW iX2,BMW,52
202605,model,4751,BMW iX3,BMW,0
202605,model,4569,벤츠 EQB,벤츠,120
202605,model,4430,벤츠 EQE SUV,벤츠,42
202605,model,4111,벤츠 EQE,벤츠,3
202605,model,4381,벤츠 EQS SUV,벤츠,4
202605,model,4568,벤츠 EQA,벤츠,14
202605,model,4638,벤츠 EQG(G-Class EV),벤츠,4
202605,model,4571,미니 일렉트릭,미니,96
202605,model,4572,미니 컨트리맨 일렉트릭,미니,10
202605,model,4640,미니 에이스맨,미니,57
202605,model,4613,포르쉐 마칸 일렉트릭,포르쉐,197
202605,model,4619,포르쉐 타이칸,포르쉐,125
202605,model,4005,폭스바겐 ID.4,폭스바겐,209
202605,model,4121,폭스바겐 ID.5,폭스바겐,3
202605,model,3687,테슬라 모델Y,테슬라,0
202605,model,4087,아이오닉6,현대,0
202605,model,4015,GV60,제네시스,0
202605,model,4046,BMW i4,BMW,0
202605,model,3983,BMW iX3,BMW,0
202605,model,4009,BMW iX,BMW,0
202605,model,4039,아우디 e-tron GT,아우디,0
202605,model,3667,아우디 e-tron,아우디,0
202605,model,4468,폴스타 2,폴스타,0
202605,model,4632,르노 세닉 E-Tech,르노,0
202605,model,4731,볼보 EX40,볼보,0
202605,model,4400,현대 카운티 일렉트릭,현대,20
202605,model,4048,벤츠 EQS,벤츠,0
202605,model,4634,벤츠 EQS,벤츠,0
202605,model,4511,벤츠 마이바흐 EQS SUV,벤츠,0
202605,model,4565,캐딜락 에스컬레이드 IQ,캐딜락,1
202605,model,4433,롤스로이스 스펙터,롤스로이스,1
202606,model,4647,EV3,기아,2838
202606,model,4712,EV4,기아,1019
202606,model,4499,EV5,기아,3192
202606,model,4641,EV6,기아,820
202606,model,4128,EV9,기아,392
202606,model,4714,PV5,기아,2349
202606,model,4691,레이 EV,기아,1205
202606,model,4404,봉고3 EV,기아,251
202606,model,4624,아이오닉5,현대,1693
202606,model,4558,아이오닉5 N,현대,1
202606,model,4746,아이오닉6,현대,773
202606,model,4088,아이오닉9,현대,1318
202606,model,4653,캐스퍼 일렉트릭,현대,774
202606,model,4399,포터2 일렉트릭,현대,558
202606,model,4510,코나 일렉트릭,현대,519
202606,model,4770,스타리아 일렉트릭,현대,456
202606,model,4660,Electrified G80,제네시스,187
202606,model,4705,Electrified GV70,제네시스,134
202606,model,4701,GV60,제네시스,125
202606,model,4761,GV60 MAGMA,제네시스,10
202606,model,4667,테슬라 모델Y,테슬라,9188
202606,model,4610,테슬라 모델3,테슬라,414
202606,model,4027,테슬라 모델X,테슬라,1027
202606,model,4043,테슬라 모델S,테슬라,394
202606,model,3825,테슬라 사이버트럭,테슬라,96
202606,model,4704,BYD 돌핀,BYD,2828
202606,model,4706,BYD 씨라이언7,BYD,1117
202606,model,4702,BYD 아토3,BYD,503
202606,model,4703,BYD 씰,BYD,204
202606,model,4446,볼보 EX30,볼보,624
202606,model,4750,볼보 EX30 CC,볼보,322
202606,model,4513,폴스타 4,폴스타,433
202606,model,4062,아우디 Q4 e-tron,아우디,438
202606,model,4690,아우디 Q6 e-tron,아우디,36
202606,model,4142,아우디 A6 e-tron,아우디,20
202606,model,4436,아우디 Q8 e-tron,아우디,4
202606,model,4759,아우디 e-tron GT,아우디,2
202606,model,4528,BMW i5,BMW,300
202606,model,4639,BMW i4,BMW,80
202606,model,4181,BMW i7,BMW,60
202606,model,4708,BMW iX,BMW,111
202606,model,4372,BMW iX1,BMW,85
202606,model,4582,BMW iX2,BMW,58
202606,model,4751,BMW iX3,BMW,58
202606,model,4569,벤츠 EQB,벤츠,111
202606,model,4430,벤츠 EQE SUV,벤츠,43
202606,model,4111,벤츠 EQE,벤츠,26
202606,model,4381,벤츠 EQS SUV,벤츠,7
202606,model,4568,벤츠 EQA,벤츠,4
202606,model,4638,벤츠 EQG(G-Class EV),벤츠,9
202606,model,4571,미니 일렉트릭,미니,134
202606,model,4572,미니 컨트리맨 일렉트릭,미니,2
202606,model,4640,미니 에이스맨,미니,80
202606,model,4613,포르쉐 마칸 일렉트릭,포르쉐,123
202606,model,4619,포르쉐 타이칸,포르쉐,196
202606,model,4005,폭스바겐 ID.4,폭스바겐,249
202606,model,4121,폭스바겐 ID.5,폭스바겐,33
202606,model,3687,테슬라 모델Y,테슬라,0
202606,model,4087,아이오닉6,현대,0
202606,model,4015,GV60,제네시스,0
202606,model,4046,BMW i4,BMW,0
202606,model,3983,BMW iX3,BMW,0
202606,model,4009,BMW iX,BMW,0
202606,model,4039,아우디 e-tron GT,아우디,0
202606,model,3667,아우디 e-tron,아우디,0
202606,model,4468,폴스타 2,폴스타,0
202606,model,4632,르노 세닉 E-Tech,르노,0
202606,model,4731,볼보 EX40,볼보,0
202606,model,4400,현대 카운티 일렉트릭,현대,0
202606,model,4048,벤츠 EQS,벤츠,0
202606,model,4634,벤츠 EQS,벤츠,0
202606,model,4511,벤츠 마이바흐 EQS SUV,벤츠,8
202606,model,4565,캐딜락 에스컬레이드 IQ,캐딜락,9
202606,model,4433,롤스로이스 스펙터,롤스로이스,3
202607,model,4647,EV3,기아,3467
202607,model,4712,EV4,기아,849
202607,model,4499,EV5,기아,3434
202607,model,4641,EV6,기아,1070
202607,model,4128,EV9,기아,442
202607,model,4714,PV5,기아,2472
202607,model,4691,레이 EV,기아,1334
202607,model,4404,봉고3 EV,기아,298
202607,model,4624,아이오닉5,현대,1829
202607,model,4558,아이오닉5 N,현대,4
202607,model,4746,아이오닉6,현대,591
202607,model,4088,아이오닉9,현대,1215
202607,model,4653,캐스퍼 일렉트릭,현대,491
202607,model,4399,포터2 일렉트릭,현대,555
202607,model,4510,코나 일렉트릭,현대,220
202607,model,4770,스타리아 일렉트릭,현대,858
202607,model,4660,Electrified G80,제네시스,154
202607,model,4705,Electrified GV70,제네시스,162
202607,model,4701,GV60,제네시스,115
202607,model,4761,GV60 MAGMA,제네시스,15
202607,model,4667,테슬라 모델Y,테슬라,8705
202607,model,4610,테슬라 모델3,테슬라,1531
202607,model,4027,테슬라 모델X,테슬라,0
202607,model,4043,테슬라 모델S,테슬라,1
202607,model,3825,테슬라 사이버트럭,테슬라,0
202607,model,4704,BYD 돌핀,BYD,1264
202607,model,4706,BYD 씨라이언7,BYD,1060
202607,model,4702,BYD 아토3,BYD,0
202607,model,4703,BYD 씰,BYD,132
202607,model,4446,볼보 EX30,볼보,49
202607,model,4750,볼보 EX30 CC,볼보,11
202607,model,4513,폴스타 4,폴스타,248
202607,model,4062,아우디 Q4 e-tron,아우디,164
202607,model,4690,아우디 Q6 e-tron,아우디,62
202607,model,4142,아우디 A6 e-tron,아우디,10
202607,model,4436,아우디 Q8 e-tron,아우디,0
202607,model,4759,아우디 e-tron GT,아우디,1
202607,model,4528,BMW i5,BMW,266
202607,model,4639,BMW i4,BMW,73
202607,model,4181,BMW i7,BMW,67
202607,model,4708,BMW iX,BMW,141
202607,model,4372,BMW iX1,BMW,140
202607,model,4582,BMW iX2,BMW,97
202607,model,4751,BMW iX3,BMW,247
202607,model,4569,벤츠 EQB,벤츠,71
202607,model,4430,벤츠 EQE SUV,벤츠,22
202607,model,4111,벤츠 EQE,벤츠,11
202607,model,4381,벤츠 EQS SUV,벤츠,6
202607,model,4568,벤츠 EQA,벤츠,52
202607,model,4638,벤츠 EQG(G-Class EV),벤츠,23
202607,model,4571,미니 일렉트릭,미니,106
202607,model,4572,미니 컨트리맨 일렉트릭,미니,0
202607,model,4640,미니 에이스맨,미니,45
202607,model,4613,포르쉐 마칸 일렉트릭,포르쉐,61
202607,model,4619,포르쉐 타이칸,포르쉐,134
202607,model,4005,폭스바겐 ID.4,폭스바겐,146
202607,model,4121,폭스바겐 ID.5,폭스바겐,118
202607,model,3687,테슬라 모델Y,테슬라,0
202607,model,4087,아이오닉6,현대,0
202607,model,4015,GV60,제네시스,0
202607,model,4046,BMW i4,BMW,0
202607,model,3983,BMW iX3,BMW,0
202607,model,4009,BMW iX,BMW,0
202607,model,4039,아우디 e-tron GT,아우디,1
202607,model,3667,아우디 e-tron,아우디,0
202607,model,4468,폴스타 2,폴스타,0
202607,model,4632,르노 세닉 E-Tech,르노,0
202607,model,4731,볼보 EX40,볼보,0
202607,model,4400,현대 카운티 일렉트릭,현대,0
202607,model,4048,벤츠 EQS,벤츠,0
202607,model,4634,벤츠 EQS,벤츠,0
202607,model,4511,벤츠 마이바흐 EQS SUV,벤츠,16
202607,model,4565,캐딜락 에스컬레이드 IQ,캐딜락,3
202607,model,4433,롤스로이스 스펙터,롤스로이스,0
